,Quarter,State,Total_Crashes,Num_Injured,Num_Killed,Total_Vehicles_Involved,SPV,DAD,PWR,FTQ
182,0.0,0.0,70.0,178.0,9.0,78.0,0.0,0,0,25.0
183,0.0,0.0,45.0,188.0,25.0,59.0,0.0,0,0,29.0
184,0.0,0.0,25.0,135.0,32.0,32.0,0.0,0,0,22.0
185,0.0,0.0,33.0,144.0,13.0,41.0,1.0,0,0,20.0
186,0.0,0.0,79.0,245.0,61.0,101.0,0.0,0,0,52.5
187,0.0,0.0,16.0,35.0,7.0,16.0,0.0,0,0,12.0
188,0.0,0.0,38.0,103.0,22.0,46.0,0.0,0,0,24.0
189,0.0,0.0,140.0,499.0,73.0,165.0,0.0,0,0,52.5
190,0.0,0.0,23.0,61.0,2.0,35.0,0.0,0,0,29.0
191,0.0,0.0,74.0,221.0,27.0,80.0,0.0,0,0,52.5
192,0.0,0.0,25.0,114.0,25.0,26.0,0.0,0,0,15.0
193,0.0,0.0,21.0,71.0,8.0,23.0,0.0,0,0,13.0
194,0.0,0.0,81.0,227.0,62.0,106.0,0.0,0,0,51.0
195,0.0,0.0,33.0,87.0,22.0,40.0,0.0,0,0,20.0
196,0.0,0.0,77.0,176.0,54.0,121.0,0.0,0,0,52.5
197,0.0,0.0,19.0,35.0,3.0,27.0,0.0,0,0,19.0
198,0.0,0.0,57.0,211.0,38.0,63.0,0.0,0,0,18.0
199,0.0,0.0,224.375,467.0,56.0,288.875,2.0,0,0,52.5
200,0.0,0.0,73.0,274.0,16.0,97.0,0.0,0,0,52.5
201,0.0,0.0,26.0,54.0,17.0,27.0,0.0,0,0,5.0
202,0.0,0.0,102.0,417.0,37.0,204.0,0.0,0,0,52.5
203,0.0,0.0,197.0,684.375,116.875,196.0,0.0,0,0,52.5
204,0.0,0.0,92.0,417.0,116.875,124.0,0.0,0,0,52.5
205,0.0,0.0,13.0,76.0,37.0,18.0,0.0,0,0,10.0
206,0.0,0.0,57.0,229.0,22.0,59.0,0.0,0,0,52.5
207,0.0,0.0,142.0,474.0,95.0,222.0,0.0,0,0,52.5
208,0.0,0.0,94.0,315.0,86.0,146.0,0.0,0,0,52.5
209,0.0,0.0,198.0,276.0,48.0,198.0,3.0,0,0,52.5
210,0.0,0.0,224.375,556.0,70.0,288.875,0.0,0,0,52.5
211,0.0,0.0,146.0,684.375,116.875,197.0,0.0,0,0,52.5
212,0.0,0.0,224.375,656.0,116.875,288.875,2.0,0,0,52.5
213,0.0,0.0,127.0,355.0,54.0,157.0,0.0,0,0,52.5
214,0.0,0.0,102.0,376.0,29.0,139.0,0.0,0,0,52.5
215,0.0,0.0,173.0,540.0,73.0,205.0,0.0,0,0,52.5
216,0.0,0.0,73.0,270.0,36.0,76.0,1.0,0,0,26.0
217,0.0,0.0,29.0,58.0,7.0,38.0,0.0,0,0,20.0
218,0.0,0.0,27.0,103.0,13.0,33.0,0.0,0,0,19.0
219,0.0,0.0,71.0,248.0,32.0,74.0,0.0,0,0,21.0
220,0.0,0.0,26.0,133.0,63.0,38.0,0.0,0,0,21.0
221,0.0,0.0,27.0,130.0,10.0,31.0,0.0,0,0,20.0
222,0.0,0.0,29.0,107.0,23.0,42.0,0.0,0,0,21.0
223,0.0,0.0,64.0,176.0,25.0,85.0,0.0,0,0,50.0
224,0.0,0.0,28.0,63.0,12.0,31.0,0.0,0,0,17.0
225,0.0,0.0,29.0,45.0,18.0,30.0,0.0,0,0,7.0
226,0.0,0.0,90.0,351.0,79.0,107.0,0.0,0,0,52.5
227,0.0,0.0,15.0,25.0,4.0,23.0,0.0,0,0,21.0
228,0.0,0.0,84.0,273.0,51.0,90.0,1.0,0,0,51.0
229,0.0,0.0,13.0,57.0,7.0,12.0,0.0,0,0,6.0
230,0.0,0.0,29.0,60.0,18.0,36.0,0.0,0,0,20.0
231,0.0,0.0,66.0,173.0,32.0,96.0,1.0,0,0,35.0
232,0.0,0.0,25.0,76.0,10.0,26.0,0.0,0,0,11.0
233,0.0,0.0,58.0,207.0,36.0,90.0,0.0,0,0,52.5
234,0.0,0.0,31.0,58.0,13.0,61.0,1.0,0,0,52.5
235,0.0,0.0,70.0,215.0,24.0,75.0,0.0,0,0,28.0
236,0.0,0.0,224.375,684.375,111.0,288.875,1.0,0,0,52.5
237,0.0,0.0,81.0,199.0,35.0,94.0,0.0,0,0,43.0
238,0.0,0.0,20.0,46.0,9.0,26.0,0.0,0,0,6.0
239,0.0,0.0,88.0,333.0,46.0,147.0,0.0,0,0,52.5
240,0.0,0.0,181.0,684.375,116.875,181.0,0.0,0,0,52.5
241,0.0,0.0,91.0,406.0,74.0,107.0,0.0,0,0,52.5
242,0.0,0.0,26.0,131.0,22.0,28.0,0.0,0,0,21.0
243,0.0,0.0,39.0,138.0,13.0,39.0,0.0,0,0,33.0
244,0.0,0.0,139.0,395.0,81.0,233.0,1.0,0,0,52.5
245,0.0,0.0,93.0,342.0,67.0,127.0,1.0,0,0,52.5
246,0.0,0.0,148.0,209.0,32.0,149.0,4.0,0,0,52.5
247,0.0,0.0,224.375,602.0,65.0,288.875,1.0,0,0,52.5
248,0.0,0.0,128.0,456.0,75.0,185.0,1.0,0,0,52.5
249,0.0,0.0,224.375,595.0,90.0,288.875,2.0,0,0,52.5
250,0.0,0.0,114.0,244.0,35.0,156.0,0.0,0,0,52.5
251,0.0,0.0,78.0,245.0,20.0,116.0,0.0,0,0,52.5
252,0.0,0.0,171.0,378.0,64.0,195.0,0.0,0,0,52.5
253,0.0,0.0,62.0,184.0,39.0,75.0,0.0,0,0,26.0
254,0.0,0.0,22.0,54.0,6.0,23.0,0.0,0,0,7.0
255,0.0,0.0,31.0,126.0,68.0,40.0,0.0,0,0,20.0
256,0.0,0.0,66.0,162.0,9.0,86.0,0.0,0,0,25.0
257,0.0,0.0,31.0,192.0,35.0,44.0,0.0,0,0,27.0
258,0.0,0.0,28.0,78.0,13.0,33.0,0.0,0,0,19.0
259,0.0,0.0,24.0,101.0,9.0,2.0,0.0,0,0,22.0
260,0.0,0.0,32.0,72.0,3.0,0.0,0.0,0,0,21.0
261,0.0,0.0,22.0,55.0,9.0,0.0,0.0,0,0,20.0
262,0.0,0.0,42.0,103.0,20.0,3.0,1.0,0,0,19.0
263,0.0,0.0,129.0,436.0,94.0,8.0,0.0,0,0,52.5
264,0.0,0.0,12.0,16.0,1.0,0.0,0.0,0,0,15.0
265,0.0,0.0,70.0,227.0,16.0,4.0,0.0,0,0,49.0
266,0.0,0.0,25.0,154.0,22.0,1.0,0.0,0,0,10.0
267,0.0,0.0,28.0,48.0,17.0,0.0,0.0,0,0,26.0
268,0.0,0.0,44.0,137.0,25.0,5.0,0.0,0,0,13.0
269,0.0,0.0,54.0,85.0,17.0,9.0,0.0,0,0,34.0
270,0.0,0.0,60.0,133.0,28.0,5.0,0.0,0,0,44.0
271,0.0,0.0,20.0,46.0,16.0,0.0,1.0,0,0,38.0
272,0.0,0.0,48.0,177.0,18.0,6.0,0.0,0,0,17.0
273,0.0,0.0,224.375,684.375,109.0,23.0,0.0,0,0,52.5
274,0.0,0.0,58.0,165.0,9.0,3.0,0.0,0,0,19.0
275,0.0,0.0,17.0,45.0,4.0,4.0,0.0,0,0,3.0
276,0.0,0.0,147.0,503.0,46.0,3.0,0.0,0,0,52.5
277,0.0,0.0,192.0,684.375,116.875,4.0,2.0,0,0,52.5
278,0.0,0.0,104.0,330.0,57.0,3.0,0.0,0,0,52.5
279,0.0,0.0,54.0,221.0,77.0,2.0,0.0,0,0,43.0
280,0.0,0.0,52.0,154.0,39.0,0.0,0.0,0,0,45.0
281,0.0,0.0,110.0,305.0,36.0,5.0,0.0,0,0,52.5
282,0.0,0.0,80.0,267.0,30.0,1.0,0.0,0,0,52.5
283,0.0,0.0,146.0,201.0,57.0,18.0,3.0,0,0,52.5
284,0.0,0.0,224.375,626.0,78.0,37.0,1.0,0,0,52.5
285,0.0,0.0,124.0,308.0,41.0,7.0,0.0,0,0,52.5
286,0.0,0.0,224.375,684.375,102.0,27.0,1.0,0,0,52.5
287,0.0,0.0,139.0,356.0,59.0,1.0,0.0,0,0,52.5
288,0.0,0.0,95.0,327.0,30.0,1.0,0.0,0,0,52.5
289,0.0,0.0,166.0,514.0,84.0,1.0,0.0,0,0,52.5
290,0.0,0.0,80.0,227.0,32.0,6.0,1.0,0,0,38.0
291,0.0,0.0,21.0,42.0,9.0,0.0,0.0,0,0,8.0
292,0.0,0.0,48.0,146.0,38.0,4.0,0.0,0,0,31.0
293,0.0,0.0,81.0,217.0,8.0,6.0,0.0,0,0,18.0
294,0.0,0.0,48.0,191.0,60.0,21.0,0.0,0,0,26.0
295,0.0,0.0,29.0,77.0,12.0,1.0,0.0,0,0,22.0
296,0.0,0.0,33.0,89.0,7.0,35.0,12.0,0,0,0.0
297,0.0,0.0,34.0,117.0,17.0,34.0,22.0,0,0,0.0
298,0.0,0.0,23.0,75.0,15.0,23.0,16.0,0,0,0.0
299,0.0,0.0,40.0,121.0,14.0,48.0,21.0,0,0,0.0
300,0.0,0.0,122.0,523.0,93.0,161.0,72.0,0,0,1.0
301,0.0,0.0,8.0,17.0,1.0,9.0,4.0,0,0,0.0
302,0.0,0.0,73.0,225.0,24.0,77.0,52.0,0,0,0.0
303,0.0,0.0,39.0,207.0,66.0,47.0,5.0,0,0,0.0
304,0.0,0.0,39.0,81.0,21.0,51.0,27.0,0,0,0.0
305,0.0,0.0,48.0,174.0,30.0,56.0,27.0,0,0,0.0
306,0.0,0.0,55.0,118.0,19.0,61.0,16.0,0,0,0.0
307,0.0,0.0,63.0,142.0,23.0,98.0,10.0,0,0,0.0
308,0.0,0.0,19.0,40.0,9.0,30.0,11.0,0,0,0.0
309,0.0,0.0,56.0,157.0,19.0,73.0,33.0,0,0,0.0
310,0.0,0.0,224.375,684.375,116.875,288.875,120.0,0,0,52.5
311,0.0,0.0,115.0,363.0,47.0,136.0,33.0,0,0,0.0
312,0.0,0.0,31.0,97.0,21.0,26.0,6.0,0,0,0.0
313,0.0,0.0,179.0,624.0,44.0,288.875,128.0,0,0,1.0
314,0.0,0.0,205.0,684.375,116.875,203.0,133.0,0,0,10.0
315,0.0,0.0,120.0,411.0,94.0,147.0,66.0,0,0,0.0
316,0.0,0.0,36.0,169.0,32.0,44.0,21.0,0,0,0.0
317,0.0,0.0,44.0,186.0,43.0,45.0,13.0,0,0,0.0
318,0.0,0.0,138.0,413.0,81.0,181.0,82.0,0,0,0.0
319,0.0,0.0,91.0,252.0,54.0,142.0,49.0,0,0,0.0
320,0.0,0.0,167.0,268.0,42.0,155.0,92.0,0,0,0.0
321,0.0,0.0,224.375,580.0,57.0,288.0,105.0,0,0,0.0
322,0.0,0.0,145.0,553.0,96.0,195.0,90.0,0,0,7.0
323,0.0,0.0,224.375,663.0,77.0,288.875,137.5,0,0,0.0
324,0.0,0.0,109.0,247.0,33.0,133.0,81.0,0,0,1.0
325,0.0,0.0,101.0,319.0,39.0,126.0,64.0,0,0,0.0
326,0.0,0.0,165.0,423.0,84.0,209.0,115.0,0,0,2.0
327,0.0,0.0,84.0,254.0,29.0,84.0,27.0,0,0,0.0
328,0.0,0.0,26.0,43.0,16.0,29.0,6.0,0,0,0.0
329,0.0,0.0,37.0,148.0,26.0,50.0,19.0,0,0,0.0
330,0.0,0.0,68.0,192.0,8.0,83.0,4.0,0,0,0.0
331,0.0,0.0,57.0,237.0,35.0,68.0,25.0,0,0,0.0
332,0.0,0.0,30.0,103.0,23.0,35.0,13.0,0,0,0.0
333,0.0,0.0,12.0,45.0,16.0,14.0,7.0,0,0,0.0
334,0.0,0.0,53.0,152.0,20.0,56.0,35.0,0,0,0.0
335,0.0,0.0,9.0,16.0,3.0,11.0,4.0,0,0,0.0
336,0.0,0.0,15.0,76.0,3.0,19.0,8.0,0,0,0.0
337,0.0,0.0,110.0,473.0,116.875,155.0,79.0,0,0,0.0
338,0.0,0.0,6.0,11.0,1.0,10.0,8.0,0,0,0.0
339,0.0,0.0,37.0,84.0,4.0,37.0,19.0,0,0,0.0
340,0.0,0.0,26.0,76.0,9.0,26.0,6.0,0,0,0.0
341,0.0,0.0,12.0,35.0,7.0,15.0,12.0,0,0,0.0
342,0.0,0.0,22.0,87.0,34.0,34.0,15.0,0,0,0.0
343,0.0,0.0,49.0,131.0,14.0,53.0,28.0,0,0,0.0
